yangkam;bsx;yangkam
bisaya de Sabah;bsy;bisaya de Sabah
souletin;bsz;souletin
bata;bta;bata
bati (Cameroun);btc;bati cameroun
dairi;btd;dairi
birguit;btf;birguit
biatah bidayuh;bth;biatah bidayuh
langues batakes;btk;batakes langues
mandailing;btm;mandailing
budibud;btp;budibud
batu;btu;batu
butuanon;btw;butuanon
batak karo;btx;batak karo
alas-kluet;btz;alaskluet
bouriate;bua;bouriate
bua;bub;bua
bushi;buc;bushi
ntcham;bud;ntcham
béothuk;bue;beothuk
bushoong;buf;bushoong
bugis;bug;bugis
younuo;buh;younuo
bongili;bui;bongili
bukawa;buk;bukawa
bularnu;bularnu;bularnu
bulu;bum;bulu
sherbro;bun;sherbro
bokobaru;bus;bokobaru
bungain;but;bungain
bubi;buw;bubi
boghom;bux;boghom
bullom so;buy;bullom so
bukwen;buz;bukwen
baraïn;bva;barain
bube;bvb;bube
ogoi;bvj;ogoi
bukat;bvk;bukat
bolgo;bvo;bolgo
bumang;bvp;bumang
bati (Indonésie);bvt;bati indonesie
bukit;bvu;bukit
baniva;bvv;baniva
boga;bvw;boga
dibole;bvx;dibole
utudnon;bvy;utudnon
bauzi;bvz;bauzi
bwatoo;bwa;bwatoo
namosi-naitasiri-serua;bwb;namosinaitasiriserua
bwile;bwc;bwile
bwaidoka;bwd;bwaidoka
bwe;bwe;bwe
boselewa;bwf;boselewa
barwe;bwg;barwe
bishuo;bwh;bishuo
baniwa;bwi;baniwa
bwamu laa;bwj;bwamu laa
bauwaki;bwk;bauwaki
ebwela;bwl;ebwela
biwat;bwm;biwat
wunai bunu;bwn;wunai bunu
shinasha;bwo;shinasha
bawah de Mandobo;bwp;bawah de Mandobo
bobo madaré du Sud;bwq;bobo madare du sud
babur;bwr;babur
bomboma;bws;bomboma
bafaw-balong;bwt;bafawbalong
buli (Ghana);bwu;buli ghana
bwa;bww;bwa
dongnu de Dahua;bwx;dongnu de Dahua
bunuo;bwx-bun;bunuo
naoklao;bwx-nao;naoklao
numao;bwx-num;numao
nunu de Lingyun;bwx-nun;nunu de Lingyun
bwamu cwi;bwy;bwamu cwi
bwisi;bwz;bwisi
belanda boor;bxb;belanda boor
bola (Chine);bxd;bola chine
ongota;bxe;ongota
bilur;bxf;bilur
bangala;bxg;bangala
pirlatapa;bxi;pirlatapa
bayungu;bxj;bayungu
bukusu;bxk;bukusu
jalkunan;bxl;jalkunan
burduna;bxn;burduna
beele;bxq;beele
bouriate de Russie;bxr;bouriate de Russie
busam;bxs;busam
bargu;bxu-bar;bargu
bankagooma;bxw;bankagooma
benyadu’;byd;benyadu
pouye;bye;pouye
bété;byf;bete
bilen;byn;bilen
biyo;byo;biyo
basay;byq;basay
baruya;byr;baruya
berti;byt;berti
medumba;byv;medumba
bandi;bza;bandi
andio;bzb;andio
malgache betsimisaraka du Sud;bzc;malgache betsimisaraka du Sud
bribri;bzd;bribri
bozo-djenama;bze;bozodjenama
babuza;bzg;babuza
buang mapos;bzh;buang mapos
bisu;bzi;bisu
boano (Sulawesi);bzl;boano sulawesi
boano (Maluku);bzn;boano maluku
kemberano;bzp;kemberano
buli (Indonésie);bzq;buli indonesie
brithenig;bzt;brithenig
burmeso;bzu;burmeso
bebe;bzv;bebe
basa;bzw;basa
bozo-kelengaxo;bzx;bozokelengaxo
evant;bzz;evant
catalan;ca;catalan
valencien;ca-valencia;valencien
ch’orti’;caa;chorti
garifuna;cab;garifuna
chuj;cac;chuj
caddo;cad;caddo
léhar;cae;lehar
porteur du Sud;caf;porteur du Sud
nivaklé;cag;nivakle
langues centre-amérindiennes;cai;centre amerindiennes langues
chané;caj;chane
cakchiquel;cak;cakchiquel
carolinien;cal;carolinien
cèmuhî;cam;cemuhi
chambri;can;chambri
chácobo;cao;chacobo
chipaya;cap;chipaya
car;caq;car
kali’na;car;kalina
tsimané;cas;tsimane
catio ancien;catio ancien;catio ancien
langues caucasiennes;cau;caucasiennes langues
cavineña;cav;cavinena
kallawaya;caw;kallawaya
chiquitano;cax;chiquitano
cayuga;cay;cayuga
canichana;caz;canichana
langues chibchas;cba;chibchas langues
cabiyarí;cbb;cabiyari
carapana;cbc;carapana
carijona;cbd;carijona
chimila;cbg;chimila
cayapa;cbi;cayapa
chavacano;cbk;chavacano
chavacano de Zamboanga;cbk-zam;chavacano de Zamboanga
nyahkur;cbn;nyahkur
cashibo;cbr;cashibo
cashinahua;cbs;cashinahua
chayahuita;cbt;chayahuita
candoshi;cbu;candoshi
kakua;cbv;kakua
cauca;cca;cauca
chamicuro;ccc;chamicuro
cafundó;ccd;cafundo
atsam;cch;atsam
langues caucasiennes du Nord;ccn;caucasiennes du nord langues
chinantèque de Comaltepec;cco;chinanteque de comaltepec
changma kodha;ccp;changma kodha
cacaopera;ccr;cacaopera
langues caucasiennes du Sud;ccs;caucasiennes du sud langues
langues tchadiques;cdc;tchadiques langues
langues caddoanes;cdd;caddoanes langues
chenchu;cde;chenchu
chiru;cdf;chiru
chambeali;cdh;chambeali
chodri;cdi;chodri
chepang;cdm;chepang
chaudangsi;cdn;chaudangsi
mindong;cdo;mindong
kamuku;cdr;kamuku
langue des signes tchadienne;cds;signes tchadienne
chadong;cdy;chadong
tchétchène;ce;tchetchene
chehalis inférieur;cea;chehalis inferieur
cebuano;ceb;cebuano
chamacoco;ceg;chamacoco
langues celtiques;cel;celtiques langues
jalaa;cet;jalaa
dijim-bwilim;cfa;dijimbwilim
cara;cfd;cara
falam;cfm;falam
kagayanen;cgc;kagayanen
kiga;cgg;kiga
chamorro;ch;chamorro
chali;chali;chali
champenois;champenois;champenois
changjiang;changjiang;changjiang
chaná;chaná;chana
charrúa;charrúa;charrua
muisca;chb;muisca
catawba;chc;catawba
chontal du Tabasco;chf;chontal du Tabasco
tchaghataï;chg;tchaghatai
chirino;chirino;chirino
chinantèque d’Ojitlán;chj;chinanteque dojitlan
chuuk;chk;chuuk
cahuilla;chl;cahuilla
mari;chm;mari
jargon chinook;chn;jargon chinook
choctaw;cho;choctaw
chipewyan;chp;chipewyan
chinantèque de Quiotepec;chq;chinanteque de quiotepec
cherokee;chr;cherokee
langues chumash;chs;chumash langues
cholón;cht;cholon
echuwabo;chw;echuwabo
cheyenne;chy;cheyenne
chinantèque d’Ozumacín;chz;chinanteque dozumacin
cia-cia;cia;ciacia
chickasaw;cic;chickasaw
chimariko;cid;chimariko
cineni;cie;cineni
cimbre;cim;cimbre
cinta-larga;cin;cintalarga
chiapanèque;cip;chiapaneque
tîrî;cir;tiri
chippewa;ciw;chippewa
chaima;ciy;chaima
cham occidental;cja;cham occidental
chru;cje;chru
chehalis supérieur;cjh;chehalis superieur
chamalal;cji;chamalal
cham oriental;cjm;cham oriental
cabécar;cjp;cabecar
chor;cjs;chor
chuave;cjv;chuave
jinyu;cjy;jinyu
soranî;ckb;sorani
cibak;ckl;cibak
kadjakse;ckq;kadjakse
tayo;cks;tayo
tchouktche;ckt;tchouktche
koasati;cku;koasati
kavalan;ckv;kavalan
cakfem-mushere;cky;cakfemmushere
ron;cla;ron
chilcotin;clc;chilcotin
néo-araméen chaldéen;cld;arameen neo chaldeen
chinantèque de San Juan Lealao;cle;chinanteque de san juan lealao
idou;clk;idou
klallam;clm;klallam
caluyanun;clu;caluyanun
chatino de la Sierra orientale;cly;chatino de la Sierra orientale
langues chames;cmc;chames langues
cerma;cme;cerma
mongol classique;cmg;mongol classique
emberá chamí;cmi;embera chami
mandarin;cmn;mandarin
messapien;cms;messapien
camtho;cmt;camtho
côông;cnc;coong
qiang du Nord;cng;qiang du Nord
haka chin;cnh;haka chin
asháninka;cni;ashaninka
khumi;cnk;khumi
chinantèque de Lalana;cnl;chinanteque de lalana
asmat central;cns;asmat central
chinantèque de Tepetotutla;cnt;chinanteque de tepetotutla
moyen cornique;cnx;cornique moyen
corse;co;corse
chicomuceltec;cob;chicomuceltec
cocopa;coc;cocopa
